user_id,age,age_group,gender,device_model,os,avg_screen_time_hrs,daily_data_gb,app_count,battery_drain_pct,charging_freq,primary_use,usage_score,behaviour_category
3549,28,26-35,Male,Xiaomi 13,Android,3.57,2.48,73,70.3,0,Gaming,20.36,Minimal
5601,47,46-60,Female,OnePlus 11,Android,15.07,1.32,55,104.9,5,Work,53.68,Dangerous
1422,31,26-35,Male,OnePlus 11,Android,5.22,2.23,56,39.6,3,Mixed,22.68,Moderate
4779,38,36-45,Female,iPhone 14,iOS,7.27,4.24,50,72.1,1,Mixed,36.86,Moderate
7149,27,26-35,Female,iPhone 14,iOS,2.96,0.32,60,71.4,1,Gaming,20.3,Minimal
8045,26,26-35,Male,Samsung Galaxy S24,Android,4.06,1.48,25,42.9,0,Mixed,17.87,Minimal
3428,36,36-45,Male,Xiaomi 13,Android,4.81,2.59,67,45.0,1,Mixed,25.45,Moderate
6330,32,26-35,Male,iPhone 14,iOS,7.1,0.1,51,62.5,1,Work,24.15,Moderate
8116,46,46-60,Female,iPhone 14,iOS,9.41,3.2,41,170.1,1,Gaming,54.73,Dangerous
8070,44,36-45,Male,Google Pixel 8,Android,7.28,1.09,66,66.4,0,Work,38.65,Moderate
5038,41,36-45,Female,iPhone 14,iOS,3.33,0.24,73,33.5,1,Work,17.0,Minimal
2877,24,18-25,Male,Samsung Galaxy S24,Android,2.66,0.62,44,26.4,0,Work,21.08,Moderate
7972,35,26-35,Male,iPhone 14,iOS,5.19,5.66,27,77.9,1,Social,36.11,Moderate
1427,25,18-25,Female,Google Pixel 8,Android,9.2,5.23,39,76.2,2,Mixed,42.7,High
7080,39,36-45,Male,Samsung Galaxy S24,Android,5.15,0.37,90,57.4,0,Work,23.48,Moderate
5446,41,36-45,Male,Samsung Galaxy S24,Android,2.39,0.21,48,30.4,0,Work,10.31,Minimal
6425,34,26-35,Female,OnePlus 11,Android,11.55,2.06,42,82.0,2,Mixed,47.93,High
4839,48,46-60,Female,OnePlus 11,Android,10.95,10.08,45,148.2,2,Social,66.8,Dangerous
4366,26,26-35,Male,Google Pixel 8,Android,2.79,0.1,112,30.5,0,Social,14.24,Minimal
6801,35,26-35,Male,Xiaomi 13,Android,3.77,0.1,99,39.7,0,Work,13.53,Minimal
5094,29,26-35,Male,Google Pixel 8,Android,3.16,0.1,58,32.3,1,Work,9.21,Minimal
5114,37,36-45,Female,Xiaomi 13,Android,5.56,0.42,54,60.0,3,Work,24.26,Moderate
2309,25,18-25,Female,Xiaomi 13,Android,1.47,0.1,57,27.8,1,Work,10.84,Minimal
4657,41,36-45,Male,iPhone 14,iOS,14.98,0.33,38,104.0,1,Mixed,54.07,Dangerous
3531,42,36-45,Female,iPhone 14,iOS,5.18,0.21,62,52.3,0,Work,15.49,Minimal
3797,36,36-45,Female,Google Pixel 8,Android,8.26,0.27,93,80.4,1,Work,31.52,Moderate
1756,27,26-35,Female,Samsung Galaxy S24,Android,3.12,0.38,42,26.8,0,Work,10.92,Minimal
4911,35,26-35,Male,OnePlus 11,Android,1.91,1.43,29,43.0,1,Social,14.26,Minimal
8294,26,26-35,Male,Google Pixel 8,Android,5.16,1.95,67,58.6,2,Mixed,21.84,Moderate
4831,27,26-35,Female,Samsung Galaxy S24,Android,7.99,4.22,41,78.9,1,Mixed,42.35,High
3869,46,46-60,Male,Samsung Galaxy S24,Android,3.61,0.35,93,37.9,0,Work,27.76,Moderate
5328,41,36-45,Male,Xiaomi 13,Android,4.36,0.1,41,40.0,1,Work,17.21,Minimal
2756,27,26-35,Female,iPhone 14,iOS,4.84,1.13,81,50.9,0,Work,22.73,Moderate
4447,38,36-45,Female,Samsung Galaxy S24,Android,2.37,0.4,55,27.3,0,Work,15.82,Minimal
2253,26,26-35,Male,Xiaomi 13,Android,3.33,0.1,88,39.4,0,Work,13.88,Minimal
4708,37,36-45,Male,Google Pixel 8,Android,2.89,0.24,63,42.6,0,Work,23.42,Moderate
1642,28,26-35,Male,Xiaomi 13,Android,4.58,0.1,81,56.5,0,Work,17.88,Minimal
3059,26,26-35,Female,Samsung Galaxy S24,Android,5.43,0.59,25,56.8,0,Work,21.63,Moderate
2726,36,36-45,Male,Samsung Galaxy S24,Android,6.01,0.11,52,58.8,1,Work,34.23,Moderate
6132,22,18-25,Male,Xiaomi 13,Android,8.96,6.84,60,99.0,0,Gaming,53.05,Dangerous
5685,37,36-45,Male,iPhone 14,iOS,6.9,0.35,62,99.0,0,Social,38.09,Moderate
8189,40,36-45,Female,Google Pixel 8,Android,4.79,0.1,42,68.1,0,Work,28.43,Moderate
6510,35,26-35,Male,Xiaomi 13,Android,2.99,0.1,62,40.9,1,Work,9.16,Minimal
2212,27,26-35,Male,iPhone 14,iOS,5.33,2.86,29,47.0,0,Mixed,21.25,Moderate
6161,24,18-25,Male,Xiaomi 13,Android,4.81,0.1,62,92.6,1,Gaming,23.61,Moderate
3796,28,26-35,Male,Xiaomi 13,Android,5.34,0.27,69,66.7,0,Social,27.45,Moderate
8246,42,36-45,Female,Xiaomi 13,Android,2.16,0.1,88,23.0,0,Work,1.99,Minimal
2737,40,36-45,Male,Samsung Galaxy S24,Android,6.34,0.1,54,83.0,2,Social,32.2,Moderate
8377,28,26-35,Male,Xiaomi 13,Android,11.54,8.51,35,169.6,1,Social,62.18,Dangerous
8387,31,26-35,Female,iPhone 14,iOS,6.77,4.88,31,99.0,0,Social,39.32,Moderate
4526,23,18-25,Female,iPhone 14,iOS,9.64,8.17,40,127.8,1,Social,49.63,High
6292,19,18-25,Male,iPhone 14,iOS,5.31,0.1,50,49.6,1,Mixed,19.49,Minimal
7334,42,36-45,Male,Samsung Galaxy S24,Android,4.81,0.32,56,52.0,0,Work,25.66,Moderate
6224,31,26-35,Male,iPhone 14,iOS,6.82,1.55,57,114.7,1,Gaming,32.59,Moderate
4942,21,18-25,Male,Xiaomi 13,Android,9.71,0.34,50,139.1,1,Social,44.8,High
6617,38,36-45,Male,iPhone 14,iOS,4.43,0.6,32,41.8,0,Work,20.27,Minimal
1335,30,26-35,Male,OnePlus 11,Android,10.38,8.29,67,99.0,0,Social,50.16,High
3474,28,26-35,Male,Google Pixel 8,Android,4.68,4.38,55,71.7,0,Social,26.88,Moderate
1304,36,36-45,Female,Xiaomi 13,Android,7.53,4.04,39,78.6,0,Mixed,39.59,Moderate
5432,41,36-45,Male,Samsung Galaxy S24,Android,5.14,0.1,62,65.5,0,Work,18.68,Minimal
6119,28,26-35,Male,Samsung Galaxy S24,Android,3.57,2.82,68,52.6,0,Social,16.31,Minimal
4537,34,26-35,Male,Xiaomi 13,Android,4.22,0.1,27,56.3,0,Work,18.86,Minimal
8169,33,26-35,Male,OnePlus 11,Android,8.07,6.87,83,114.7,3,Social,51.7,High
3830,28,26-35,Male,iPhone 14,iOS,5.38,0.77,70,56.7,2,Work,23.15,Moderate
4461,35,26-35,Male,Xiaomi 13,Android,5.99,1.61,52,56.3,1,Mixed,29.81,Moderate
8454,36,36-45,Female,Samsung Galaxy S24,Android,7.24,1.35,44,79.0,2,Work,43.56,High
3856,41,36-45,Male,Xiaomi 13,Android,8.19,0.67,44,177.9,1,Gaming,52.74,High
7904,39,36-45,Male,iPhone 14,iOS,9.32,0.42,69,86.2,2,Work,38.07,Moderate
1863,33,26-35,Male,Xiaomi 13,Android,3.47,5.68,31,58.3,0,Social,23.5,Moderate
1597,40,36-45,Male,Samsung Galaxy S24,Android,7.81,0.1,59,46.5,0,Work,32.72,Moderate
4286,33,26-35,Male,Samsung Galaxy S24,Android,6.79,7.27,38,82.8,0,Social,42.04,High
7663,32,26-35,Female,OnePlus 11,Android,5.14,7.96,28,61.2,0,Social,35.87,Moderate
5823,40,36-45,Male,Samsung Galaxy S24,Android,5.48,3.27,56,66.1,1,Mixed,37.3,Moderate
1171,30,26-35,Male,iPhone 14,iOS,5.53,5.34,79,71.0,0,Social,31.82,Moderate
3208,28,26-35,Male,Xiaomi 13,Android,8.49,1.72,40,70.2,0,Work,27.69,Moderate
3293,20,18-25,Male,iPhone 14,iOS,12.17,0.15,63,245.8,2,Gaming,58.75,Dangerous
5040,53,46-60,Female,Xiaomi 13,Android,7.45,6.75,37,93.1,0,Social,42.28,High
6545,40,36-45,Male,Xiaomi 13,Android,5.75,0.12,23,65.4,2,Mixed,30.21,Moderate
7258,52,46-60,Female,iPhone 14,iOS,3.89,2.23,100,34.1,0,Mixed,14.11,Minimal
5854,34,26-35,Female,Samsung Galaxy S24,Android,9.07,1.72,55,81.2,1,Work,34.59,Moderate
8078,35,26-35,Female,iPhone 14,iOS,6.26,0.16,35,58.2,1,Mixed,24.94,Moderate
4359,33,26-35,Female,iPhone 14,iOS,2.04,0.1,66,16.0,0,Mixed,9.89,Minimal
7384,43,36-45,Male,Xiaomi 13,Android,5.05,2.95,60,45.3,1,Mixed,25.06,Moderate
7978,28,26-35,Female,Google Pixel 8,Android,3.96,0.96,97,38.9,0,Mixed,28.22,Moderate
1099,38,36-45,Male,iPhone 14,iOS,4.74,0.34,34,56.2,0,Work,23.0,Moderate
3081,36,36-45,Male,Google Pixel 8,Android,5.86,0.91,69,50.2,1,Work,21.88,Moderate
3520,42,36-45,Female,iPhone 14,iOS,3.37,1.14,39,43.1,0,Mixed,23.04,Moderate
7477,29,26-35,Male,OnePlus 11,Android,4.55,0.1,55,37.5,0,Work,13.26,Minimal
1633,35,26-35,Male,Google Pixel 8,Android,8.73,2.23,44,98.4,3,Work,45.51,High
2205,33,26-35,Female,Xiaomi 13,Android,8.18,3.02,37,89.0,0,Social,38.12,Moderate
1969,21,18-25,Male,Xiaomi 13,Android,5.59,5.07,47,86.0,1,Social,27.6,Moderate
2842,30,26-35,Male,iPhone 14,iOS,6.14,0.15,45,59.6,2,Mixed,21.88,Moderate
2998,48,46-60,Male,iPhone 14,iOS,4.18,0.71,84,44.2,1,Mixed,17.13,Minimal
1151,43,36-45,Male,Google Pixel 8,Android,3.7,0.2,41,45.4,0,Work,17.1,Minimal
5872,27,26-35,Male,Xiaomi 13,Android,4.07,0.21,52,36.5,0,Work,7.99,Minimal
2643,23,18-25,Female,Samsung Galaxy S24,Android,5.45,3.55,120,95.1,2,Gaming,28.44,Moderate
7872,28,26-35,Female,Xiaomi 13,Android,3.15,0.1,58,33.9,0,Work,16.8,Minimal
3091,24,18-25,Female,OnePlus 11,Android,6.64,2.81,82,90.1,3,Social,42.4,High
5046,47,46-60,Male,Samsung Galaxy S24,Android,5.05,1.73,57,64.1,0,Mixed,23.12,Moderate
6640,31,26-35,Female,Samsung Galaxy S24,Android,6.44,4.72,79,79.8,0,Social,29.33,Moderate
2762,28,26-35,Male,Samsung Galaxy S24,Android,5.17,2.92,40,102.6,1,Gaming,28.08,Moderate
1250,44,36-45,Male,Xiaomi 13,Android,4.38,0.1,51,46.4,0,Work,15.31,Minimal
8195,31,26-35,Female,Samsung Galaxy S24,Android,6.17,0.1,60,65.1,0,Mixed,19.27,Minimal
5911,45,36-45,Female,Samsung Galaxy S24,Android,3.28,1.27,101,31.7,0,Mixed,17.8,Minimal
3395,35,26-35,Male,Samsung Galaxy S24,Android,7.48,1.31,53,48.6,1,Work,32.42,Moderate
6431,50,46-60,Male,iPhone 14,iOS,3.62,0.29,38,48.2,0,Work,13.92,Minimal
8056,43,36-45,Female,iPhone 14,iOS,4.98,0.14,57,45.9,1,Work,18.69,Minimal
8365,27,26-35,Male,Samsung Galaxy S24,Android,10.11,4.84,40,99.0,0,Social,52.5,High
6057,31,26-35,Male,iPhone 14,iOS,4.51,6.19,43,53.6,1,Social,25.61,Moderate
4672,36,36-45,Female,OnePlus 11,Android,3.49,0.86,56,46.1,0,Social,19.96,Minimal
4394,47,46-60,Female,Samsung Galaxy S24,Android,5.03,0.95,48,50.8,0,Mixed,23.87,Moderate
5360,34,26-35,Male,iPhone 14,iOS,5.99,0.55,42,67.0,0,Work,35.21,Moderate
1360,25,18-25,Male,Google Pixel 8,Android,6.2,0.83,34,66.7,2,Work,28.84,Moderate
4898,32,26-35,Female,iPhone 14,iOS,5.82,2.54,37,60.0,3,Mixed,23.45,Moderate
2129,31,26-35,Male,OnePlus 11,Android,2.87,0.48,69,33.6,0,Work,20.0,Minimal
3448,32,26-35,Male,Samsung Galaxy S24,Android,8.2,11.41,45,99.0,0,Social,52.32,High
3671,33,26-35,Male,iPhone 14,iOS,8.2,4.81,41,73.9,1,Mixed,39.74,Moderate
3135,43,36-45,Female,Samsung Galaxy S24,Android,6.33,1.07,65,61.2,0,Mixed,22.69,Moderate
2577,40,36-45,Female,Google Pixel 8,Android,6.78,3.04,60,57.3,1,Mixed,35.28,Moderate
4791,36,36-45,Male,OnePlus 11,Android,3.11,0.1,63,42.6,0,Work,10.46,Minimal
3613,39,36-45,Female,iPhone 14,iOS,8.08,0.18,63,71.4,1,Work,43.42,High
5045,37,36-45,Male,Google Pixel 8,Android,8.17,8.8,59,95.0,4,Social,48.9,High
5830,28,26-35,Female,Samsung Galaxy S24,Android,7.68,6.87,57,129.9,1,Social,57.6,Dangerous
2763,34,26-35,Male,Google Pixel 8,Android,8.41,1.71,53,151.6,2,Gaming,47.61,High
8389,24,18-25,Male,iPhone 14,iOS,14.58,6.78,56,270.6,2,Gaming,82.77,Dangerous
8275,40,36-45,Female,Samsung Galaxy S24,Android,5.26,1.05,36,57.7,3,Mixed,31.25,Moderate
1388,48,46-60,Female,Google Pixel 8,Android,4.12,0.42,74,34.7,0,Work,16.66,Minimal
6105,52,46-60,Male,Xiaomi 13,Android,4.42,0.29,60,54.8,0,Work,17.24,Minimal
5618,40,36-45,Male,iPhone 14,iOS,7.13,8.22,37,85.6,3,Social,41.16,High
1446,29,26-35,Female,Samsung Galaxy S24,Android,9.65,0.1,158,65.0,0,Work,40.77,Moderate
3667,44,36-45,Female,iPhone 14,iOS,4.53,0.1,20,39.9,0,Work,19.24,Minimal
2145,27,26-35,Female,Xiaomi 13,Android,10.77,3.62,27,137.5,2,Social,50.89,High
8303,24,18-25,Female,Google Pixel 8,Android,10.48,0.58,62,99.0,0,Social,48.88,High
3416,31,26-35,Male,Google Pixel 8,Android,9.73,2.01,43,75.5,2,Mixed,26.19,Moderate
3095,23,18-25,Female,iPhone 14,iOS,3.82,0.91,57,32.2,2,Mixed,11.43,Minimal
5427,45,36-45,Male,iPhone 14,iOS,2.15,0.1,60,28.2,1,Work,7.32,Minimal
1424,31,26-35,Male,OnePlus 11,Android,12.7,3.4,77,101.5,5,Mixed,54.81,Dangerous
5318,26,26-35,Male,OnePlus 11,Android,2.2,0.14,62,32.4,0,Work,10.66,Minimal
3584,27,26-35,Female,Samsung Galaxy S24,Android,7.4,2.37,63,85.9,2,Social,28.91,Moderate
5538,26,26-35,Male,iPhone 14,iOS,7.87,9.25,43,89.2,1,Social,39.22,Moderate
7324,32,26-35,Male,Google Pixel 8,Android,11.04,6.44,49,99.0,0,Social,49.7,High
6101,51,46-60,Female,OnePlus 11,Android,7.27,4.11,42,137.1,1,Gaming,43.02,High
6866,45,36-45,Female,OnePlus 11,Android,4.4,1.88,64,39.4,2,Work,25.02,Moderate
5179,35,26-35,Male,Samsung Galaxy S24,Android,3.84,0.65,57,42.1,1,Work,12.25,Minimal
6325,47,46-60,Female,Google Pixel 8,Android,6.54,8.78,43,99.0,0,Social,45.84,High
6311,36,36-45,Female,Samsung Galaxy S24,Android,6.09,1.56,112,70.1,2,Mixed,29.37,Moderate
3480,45,36-45,Male,iPhone 14,iOS,3.0,0.1,20,32.0,0,Work,13.99,Minimal
5630,27,26-35,Male,Samsung Galaxy S24,Android,6.1,1.47,54,99.0,0,Gaming,38.49,Moderate
7850,29,26-35,Male,Google Pixel 8,Android,6.3,5.96,213,87.8,1,Social,41.99,High
4426,40,36-45,Female,Xiaomi 13,Android,3.05,0.1,69,21.9,0,Work,17.43,Minimal
3070,30,26-35,Female,Xiaomi 13,Android,5.27,2.22,47,64.1,0,Social,28.54,Moderate
4909,29,26-35,Male,Google Pixel 8,Android,8.09,3.73,40,99.0,0,Gaming,42.27,High
6885,24,18-25,Male,iPhone 14,iOS,6.19,0.26,77,66.2,0,Social,22.3,Moderate
1013,42,36-45,Male,Google Pixel 8,Android,3.97,0.24,53,34.6,0,Work,15.47,Minimal
7329,42,36-45,Male,iPhone 14,iOS,7.04,3.2,41,99.0,0,Gaming,42.13,High
5974,30,26-35,Male,iPhone 14,iOS,6.82,0.12,27,62.3,1,Work,29.41,Moderate
6000,41,36-45,Male,Google Pixel 8,Android,2.47,0.17,125,27.8,1,Work,18.84,Minimal
6727,54,46-60,Male,Xiaomi 13,Android,7.75,1.37,22,85.8,0,Work,29.23,Moderate
6122,38,36-45,Male,Samsung Galaxy S24,Android,3.13,0.14,63,40.8,1,Work,13.68,Minimal
5767,35,26-35,Male,Xiaomi 13,Android,6.11,0.16,25,55.3,2,Mixed,29.67,Moderate
1219,29,26-35,Female,iPhone 14,iOS,3.66,0.69,49,48.7,0,Work,12.89,Minimal
6196,36,36-45,Female,Samsung Galaxy S24,Android,2.96,0.1,55,39.2,2,Work,17.46,Minimal
5235,35,26-35,Male,Google Pixel 8,Android,5.18,5.53,87,82.2,0,Social,32.68,Moderate
7082,42,36-45,Male,iPhone 14,iOS,4.47,1.26,53,54.5,1,Mixed,24.27,Moderate
5233,30,26-35,Female,OnePlus 11,Android,5.28,4.15,110,82.8,0,Social,22.56,Moderate
5138,32,26-35,Female,OnePlus 11,Android,5.61,0.2,83,37.3,1,Work,26.12,Moderate
4979,21,18-25,Male,Samsung Galaxy S24,Android,6.44,2.13,50,65.5,1,Social,30.52,Moderate
8403,43,36-45,Male,Samsung Galaxy S24,Android,6.09,0.36,43,50.0,3,Work,23.24,Moderate
6008,40,36-45,Male,iPhone 14,iOS,2.29,0.96,20,24.2,1,Mixed,7.65,Minimal
7420,41,36-45,Female,iPhone 14,iOS,7.29,4.89,23,99.0,0,Social,42.26,High
7391,43,36-45,Male,Samsung Galaxy S24,Android,3.78,0.48,100,48.7,1,Work,14.8,Minimal
1758,25,18-25,Female,Google Pixel 8,Android,4.79,2.96,25,95.1,0,Gaming,18.98,Minimal
4354,38,36-45,Male,Xiaomi 13,Android,5.24,0.1,30,51.7,1,Work,26.0,Moderate
3455,40,36-45,Male,OnePlus 11,Android,7.97,5.83,65,126.3,3,Social,52.57,High
5211,36,36-45,Female,iPhone 14,iOS,8.51,0.15,64,59.6,3,Mixed,39.67,Moderate
6981,38,36-45,Male,iPhone 14,iOS,7.25,0.1,38,44.6,1,Work,20.5,Minimal
3278,29,26-35,Female,Samsung Galaxy S24,Android,6.87,0.43,23,99.0,0,Social,30.95,Moderate
8266,18,18-25,Male,Samsung Galaxy S24,Android,4.61,1.85,58,47.6,1,Mixed,19.55,Minimal
8450,31,26-35,Male,OnePlus 11,Android,10.69,10.89,80,141.8,2,Social,57.42,Dangerous
2490,36,36-45,Male,Google Pixel 8,Android,6.03,0.39,47,92.0,1,Social,32.79,Moderate
1983,29,26-35,Male,OnePlus 11,Android,9.68,3.36,44,69.6,1,Mixed,35.44,Moderate
5602,34,26-35,Female,Google Pixel 8,Android,4.36,0.52,54,38.8,2,Work,10.16,Minimal
1660,30,26-35,Male,Samsung Galaxy S24,Android,3.69,2.09,39,52.3,0,Work,15.71,Minimal
4762,49,46-60,Male,Samsung Galaxy S24,Android,8.94,0.1,76,89.8,0,Work,39.71,Moderate
4452,28,26-35,Female,Google Pixel 8,Android,5.5,1.23,52,60.7,1,Mixed,23.8,Moderate
1342,24,18-25,Male,iPhone 14,iOS,5.6,6.79,29,85.7,0,Social,43.03,High
3839,32,26-35,Male,iPhone 14,iOS,7.57,3.76,20,126.0,1,Social,49.27,High
5097,27,26-35,Male,iPhone 14,iOS,4.83,0.33,62,38.4,0,Work,10.99,Minimal
6380,28,26-35,Male,iPhone 14,iOS,3.6,0.1,39,37.1,0,Work,21.18,Moderate
7801,38,36-45,Male,Google Pixel 8,Android,7.19,1.46,51,108.4,1,Social,41.48,High
7416,47,46-60,Male,iPhone 14,iOS,8.79,8.81,69,99.0,0,Social,48.59,High
4063,51,46-60,Female,Samsung Galaxy S24,Android,7.44,0.95,78,60.9,0,Work,38.56,Moderate
7870,38,36-45,Male,iPhone 14,iOS,4.15,0.78,80,36.6,1,Work,15.68,Minimal
4520,27,26-35,Male,Google Pixel 8,Android,5.14,0.1,61,49.6,2,Work,25.86,Moderate
5897,43,36-45,Male,Google Pixel 8,Android,4.92,0.1,47,59.6,2,Mixed,22.66,Moderate
1344,36,36-45,Male,iPhone 14,iOS,2.65,0.14,76,30.8,2,Work,11.57,Minimal
3606,26,26-35,Male,Samsung Galaxy S24,Android,7.14,0.4,82,83.9,2,Social,29.8,Moderate
6825,34,26-35,Male,Samsung Galaxy S24,Android,4.27,2.29,47,96.0,0,Gaming,31.53,Moderate
4747,43,36-45,Male,Samsung Galaxy S24,Android,5.49,1.24,43,42.0,0,Mixed,18.41,Minimal
2961,26,26-35,Male,Xiaomi 13,Android,4.38,7.21,75,73.8,1,Social,23.41,Moderate
3174,35,26-35,Male,OnePlus 11,Android,6.34,2.02,20,59.3,0,Work,34.13,Moderate
6344,30,26-35,Female,iPhone 14,iOS,8.25,0.1,62,127.3,2,Social,47.75,High
6807,53,46-60,Female,OnePlus 11,Android,4.65,2.14,42,54.1,0,Mixed,23.8,Moderate
4528,38,36-45,Female,Samsung Galaxy S24,Android,9.01,6.1,73,99.0,0,Gaming,51.98,High
7439,47,46-60,Male,Samsung Galaxy S24,Android,4.76,1.03,57,96.7,1,Gaming,25.72,Moderate
1684,25,18-25,Female,Xiaomi 13,Android,5.04,0.88,87,60.5,1,Work,21.81,Moderate
4727,26,26-35,Male,Samsung Galaxy S24,Android,7.43,0.12,63,70.5,1,Work,36.09,Moderate
2782,20,18-25,Male,Samsung Galaxy S24,Android,8.85,3.62,59,99.0,0,Gaming,43.51,High
4710,44,36-45,Male,Xiaomi 13,Android,3.05,0.1,33,42.9,0,Social,4.66,Minimal
3431,22,18-25,Female,Samsung Galaxy S24,Android,4.26,4.86,92,73.7,0,Social,26.05,Moderate
7587,21,18-25,Male,iPhone 14,iOS,16.99,2.22,47,135.8,1,Mixed,70.27,Dangerous
1819,45,36-45,Male,Samsung Galaxy S24,Android,4.79,0.1,33,32.1,0,Work,18.34,Minimal
6317,39,36-45,Female,Xiaomi 13,Android,6.85,6.29,40,96.2,1,Social,42.02,High
2064,27,26-35,Male,Xiaomi 13,Android,6.18,0.29,39,48.0,0,Work,22.63,Moderate
4696,21,18-25,Female,Xiaomi 13,Android,4.02,4.74,112,61.5,0,Social,25.56,Moderate
2610,40,36-45,Female,iPhone 14,iOS,9.84,5.71,63,127.1,1,Social,50.31,High
6785,33,26-35,Female,iPhone 14,iOS,2.4,0.1,28,30.2,0,Work,21.09,Moderate
